factory_id,line_id,product_code,production_date,produced_qty,defect_qty,operator
F001,L3,PRD001,2024-05-14,없음,,정해인
F002,L3,PRD002,2024-05-07,,20,정해인
F002,L3,PRD001,2024-05-22,없음,,이지우
F002,L1,PRD001,2024-05-10,858,15,정해인
F001,L2,PRD002,2024-05-12,없음,9,박지훈
F003,L2,PRD002,2024-05-23,없음,7,박지훈
F003,L1,PRD001,2024-05-27,,15,김민수
F003,L1,PRD001,2024-05-29,,,정해인
F002,L2,PRD001,2024-05-04,889,,박지훜
F002,L3,PRD001,2024-05-04,1188,0,이지우
F002,L2,PRD004,2024-05-31,없음,,박지훜
F001,L1,PRD004,2024-05-13,없음,,이즈우
F002,L3,PRD002,2024-05-04,,1,김민수
F002,L3,PRD004,2024-05-26,,14,정해인
F002,L2,PRD001,2024-05-28,,,이즈우
F001,L2,PRD004,2024-05-02,없음,,박지훈
F003,L3,PRD002,2024-05-31,없음,,정해인
F001,L2,PRD002,2024-05-16,,,이지우
F003,L3,PRD001,2024-05-01,1129,,이즈우
F001,L1,PRD004,2024-05-11,없음,8,쵀유리
F001,L3,PRD004,2024-05-13,920,,정해인
F002,L1,PRD004,2024-05-15,961,,박지훈
F001,L2,PRD004,2024-05-02,,0,정해인
F003,L3,PRD003,2024-05-29,,,이즈우
F002,L2,PRD001,2024-05-27,없음,,정해인
F003,L2,PRD003,2024-05-23,1031,,최유리
F001,L2,PRD003,2024-05-27,없음,,박지훜
F003,L1,PRD001,2024-05-29,없음,,김민쑤
F001,L2,PRD002,2024-05-07,없음,,최유리
F003,L2,PRD001,2024-05-25,1012,,정해인
F001,L2,PRD004,2024-05-22,,,박지훈
F003,L3,PRD001,2024-05-18,,,이지우
F003,L3,PRD002,2024-05-24,865,,정해인
F003,L2,PRD004,2024-05-14,,,김민쑤
F002,L2,PRD004,2024-05-26,868,,쵀유리
F002,L3,PRD003,2024-05-23,,20,최유리
F001,L3,PRD003,2024-05-22,,,이지우
F003,L3,PRD003,2024-05-23,없음,,정해인
F003,L3,PRD004,2024-05-22,,,박지훈
F003,L1,PRD001,2024-05-13,874,1,정해인
F001,L2,PRD003,2024-05-05,,9,쵀유리
F001,L2,PRD004,2024-05-04,,17,쵀유리
F002,L1,PRD003,2024-05-23,1140,,김민쑤
F003,L2,PRD001,2024-05-01,없음,,이즈우
F001,L3,PRD003,2024-05-25,,19,최유리
F002,L2,PRD002,2024-05-22,838,,쵀유리
F001,L2,PRD001,2024-05-14,,8,이지우
F003,L2,PRD001,2024-05-11,,4,이지우
F002,L3,PRD001,2024-05-25,,,정해인
F003,L2,PRD001,2024-05-26,없음,16,이지우
F003,L1,PRD002,2024-05-14,,12,박지훜
F001,L1,PRD003,2024-05-11,없음,,쵀유리
F002,L3,PRD001,2024-05-04,없음,14,정해인
F003,L1,PRD001,2024-05-22,없음,,정해인
F003,L3,PRD003,2024-05-01,없음,,이즈우
F002,L1,PRD003,2024-05-29,1133,,김민수
F001,L1,PRD001,2024-05-21,833,20,김민쑤
F001,L1,PRD004,2024-05-21,,4,이즈우
F003,L2,PRD001,2024-05-03,837,,쵀유리
F001,L3,PRD002,2024-05-30,없음,,김민쑤
F002,L2,PRD001,2024-05-13,1144,17,정해인
F001,L3,PRD001,2024-05-23,없음,16,정해인
F003,L2,PRD001,2024-05-10,없음,,박지훈
F002,L1,PRD002,2024-05-05,없음,,이지우
F002,L3,PRD003,2024-05-31,,17,김민수
F001,L1,PRD004,2024-05-18,1080,9,박지훜
F001,L2,PRD002,2024-05-06,894,,최유리
F001,L1,PRD001,2024-05-28,,,쵀유리
F001,L2,PRD001,2024-05-09,850,,박지훜
F002,L1,PRD002,2024-05-04,,2,박지훜
F002,L2,PRD003,2024-05-20,없음,18,정해인
F003,L2,PRD003,2024-05-31,1019,,최유리
F001,L3,PRD004,2024-05-09,984,,이즈우
F002,L2,PRD003,2024-05-16,1082,,정해인
F001,L2,PRD002,2024-05-29,1075,,김민수
F003,L1,PRD001,2024-05-28,,,정해인
F002,L3,PRD002,2024-05-30,,,쵀유리
F002,L3,PRD002,2024-05-12,1000,,정해인
F001,L2,PRD001,2024-05-13,,,최유리
F003,L3,PRD002,2024-05-25,1063,14,이지우
F003,L3,PRD002,2024-05-24,없음,11,최유리
F002,L1,PRD001,2024-05-09,989,,최유리
F003,L2,PRD004,2024-05-16,1032,,박지훜
F001,L3,PRD003,2024-05-27,없음,,정해인
F001,L2,PRD004,2024-05-12,,,정해인
F002,L1,PRD004,2024-05-12,없음,,박지훈
F003,L1,PRD004,2024-05-06,917,,정해인
F001,L1,PRD002,2024-05-06,,,최유리
F002,L2,PRD001,2024-05-16,없음,15,정해인
F001,L3,PRD004,2024-05-01,924,,정해인
F001,L1,PRD001,2024-05-29,1093,1,정해인
F001,L3,PRD004,2024-05-20,,,정해인
F001,L1,PRD004,2024-05-20,없음,5,김민쑤
F003,L1,PRD002,2024-05-20,,8,박지훜
F002,L3,PRD001,2024-05-08,없음,4,박지훈
F001,L3,PRD004,2024-05-27,,3,이즈우
F003,L3,PRD001,2024-05-29,,3,이즈우
F003,L1,PRD001,2024-05-29,,,쵀유리
F002,L2,PRD001,2024-05-23,없음,,김민쑤
F002,L3,PRD001,2024-05-14,없음,15,김민수
F002,L3,PRD004,2024-05-09,896,,쵀유리
F001,L3,PRD001,2024-05-13,1135,,박지훜
F001,L1,PRD004,2024-05-21,없음,,김민쑤
F003,L2,PRD003,2024-05-22,1003,,쵀유리
F002,L1,PRD003,2024-05-18,없음,,정해인
F002,L3,PRD004,2024-05-24,,,최유리
F002,L3,PRD002,2024-05-04,,,쵀유리
F003,L3,PRD001,2024-05-06,,0,이지우
F002,L3,PRD004,2024-05-03,없음,,김민수
F003,L1,PRD004,2024-05-30,,,정해인
F003,L3,PRD001,2024-05-31,1196,,이즈우
F001,L1,PRD003,2024-05-07,,,최유리
F003,L1,PRD001,2024-05-12,,0,김민수
F002,L2,PRD003,2024-05-22,없음,18,쵀유리
F001,L3,PRD001,2024-05-30,,,쵀유리
F003,L2,PRD003,2024-05-31,941,19,이즈우
F002,L3,PRD001,2024-05-09,없음,16,쵀유리
F001,L3,PRD003,2024-05-11,,,정해인
F002,L3,PRD004,2024-05-31,,15,박지훜
F002,L3,PRD004,2024-05-29,1100,15,정해인
F001,L2,PRD002,2024-05-22,1159,,박지훜
F003,L3,PRD001,2024-05-23,934,9,김민쑤
F003,L3,PRD003,2024-05-03,1083,,박지훜
F001,L3,PRD003,2024-05-06,,,최유리
F001,L3,PRD002,2024-05-28,935,7,최유리
F003,L2,PRD002,2024-05-25,854,,이즈우
F003,L1,PRD001,2024-05-28,없음,,이즈우
F003,L2,PRD004,2024-05-06,,,최유리
F003,L1,PRD001,2024-05-17,없음,17,쵀유리
F002,L2,PRD002,2024-05-15,,,박지훜
F003,L1,PRD001,2024-05-22,없음,18,박지훜
F002,L3,PRD003,2024-05-06,없음,,이즈우
F003,L2,PRD003,2024-05-06,없음,,박지훜
F002,L2,PRD003,2024-05-15,,,최유리
F001,L3,PRD003,2024-05-26,,,최유리
F001,L3,PRD002,2024-05-16,804,,이지우
F003,L3,PRD003,2024-05-26,없음,,정해인
F001,L2,PRD001,2024-05-23,883,,이즈우
F003,L1,PRD004,2024-05-24,없음,,쵀유리
F003,L2,PRD003,2024-05-01,1010,,정해인
F001,L3,PRD002,2024-05-25,없음,,쵀유리
F002,L3,PRD004,2024-05-29,없음,,이즈우
F003,L1,PRD002,2024-05-21,없음,,정해인
F002,L1,PRD001,2024-05-06,975,,정해인
F003,L2,PRD004,2024-05-09,없음,,이즈우
F002,L1,PRD002,2024-05-28,811,,정해인
F003,L3,PRD001,2024-05-07,없음,3,김민수
F002,L3,PRD001,2024-05-01,없음,16,김민수
F002,L3,PRD002,2024-05-03,없음,9,최유리
F003,L2,PRD004,2024-05-21,864,16,박지훈
F001,L3,PRD003,2024-05-28,없음,,정해인
F003,L2,PRD002,2024-05-31,,,정해인
F002,L3,PRD004,2024-05-17,,,박지훜
F002,L3,PRD002,2024-05-26,없음,,김민쑤
F002,L1,PRD003,2024-05-01,,,정해인
F002,L3,PRD001,2024-05-23,없음,9,김민쑤
F002,L3,PRD002,2024-05-26,,11,김민쑤
F003,L2,PRD004,2024-05-08,,,김민쑤
F001,L2,PRD001,2024-05-14,1120,,정해인
F002,L3,PRD003,2024-05-14,896,5,정해인
F001,L3,PRD004,2024-05-20,없음,,최유리
F002,L1,PRD002,2024-05-02,1073,5,정해인
F002,L1,PRD004,2024-05-24,804,2,박지훈
F002,L1,PRD003,2024-05-14,없음,,박지훈
F002,L1,PRD002,2024-05-02,없음,,이즈우
F001,L1,PRD003,2024-05-27,995,,최유리
F002,L2,PRD002,2024-05-24,817,,김민수
F003,L3,PRD002,2024-05-16,,,이지우
F003,L3,PRD001,2024-05-24,,,이즈우
F003,L2,PRD002,2024-05-12,,6,최유리
F003,L2,PRD003,2024-05-01,없음,18,김민쑤
F001,L1,PRD001,2024-05-19,없음,19,박지훜
F001,L1,PRD002,2024-05-16,,,박지훈
F001,L2,PRD002,2024-05-23,1074,,최유리
F002,L3,PRD003,2024-05-26,,6,김민쑤
F002,L3,PRD002,2024-05-09,없음,,정해인
F003,L3,PRD004,2024-05-07,1090,,박지훜
F003,L2,PRD003,2024-05-28,,5,쵀유리
F001,L2,PRD003,2024-05-27,,,박지훈
F003,L3,PRD004,2024-05-24,894,,정해인
F001,L2,PRD001,2024-05-22,없음,,이즈우
F003,L1,PRD003,2024-05-11,,10,김민수
F003,L3,PRD001,2024-05-02,866,1,김민수
F002,L1,PRD001,2024-05-02,,,이즈우
F003,L3,PRD003,2024-05-02,987,,김민수
F001,L1,PRD004,2024-05-30,없음,20,박지훜
F003,L3,PRD004,2024-05-27,,,정해인
F003,L1,PRD001,2024-05-27,955,,김민수
F001,L3,PRD002,2024-05-18,997,,최유리
F003,L3,PRD002,2024-05-18,,,김민수
F003,L3,PRD003,2024-05-22,,13,이지우
F001,L3,PRD004,2024-05-17,,,정해인
F002,L2,PRD003,2024-05-18,없음,,김민쑤
F003,L2,PRD002,2024-05-19,1079,,정해인
F002,L2,PRD004,2024-05-31,1003,,정해인
F001,L3,PRD002,2024-05-29,954,9,최유리
F002,L1,PRD003,2024-05-30,,,정해인
F001,L1,PRD001,2024-05-15,982,,박지훜
F003,L1,PRD002,2024-05-09,953,,정해인
F001,L3,PRD001,2024-05-24,없음,,정해인
F001,L3,PRD003,2024-05-02,,12,박지훈
F002,L2,PRD004,2024-05-14,861,,박지훈
F003,L3,PRD004,2024-05-02,,,쵀유리
F003,L1,PRD003,2024-05-17,1157,4,김민쑤
F002,L3,PRD001,2024-05-08,없음,12,이지우
F002,L1,PRD004,2024-05-19,1181,,정해인
F001,L2,PRD004,2024-05-25,1157,,쵀유리
F001,L2,PRD004,2024-05-21,1092,,쵀유리
F001,L1,PRD001,2024-05-09,없음,,정해인
F001,L1,PRD004,2024-05-14,없음,,박지훜
F003,L3,PRD001,2024-05-25,956,,이즈우
F003,L1,PRD004,2024-05-02,919,11,김민수
F001,L3,PRD001,2024-05-08,1117,9,박지훜
F003,L1,PRD003,2024-05-15,1041,10,쵀유리
F001,L1,PRD003,2024-05-18,,,박지훈
F002,L3,PRD001,2024-05-09,887,9,정해인
F002,L1,PRD004,2024-05-21,804,,정해인
F003,L3,PRD003,2024-05-28,855,,김민쑤
F001,L2,PRD001,2024-05-29,없음,,김민수
F001,L1,PRD004,2024-05-18,1164,1,쵀유리
F002,L2,PRD004,2024-05-13,1181,,박지훜
F002,L3,PRD003,2024-05-08,없음,,정해인
F002,L1,PRD003,2024-05-08,없음,,이지우
F001,L3,PRD004,2024-05-17,,,최유리
F002,L1,PRD002,2024-05-14,,,쵀유리
F001,L1,PRD002,2024-05-19,,6,정해인
F003,L3,PRD002,2024-05-14,1194,,이지우
F002,L1,PRD001,2024-05-06,962,,김민쑤
F002,L2,PRD004,2024-05-24,,8,최유리
F001,L1,PRD002,2024-05-01,,,정해인
F003,L3,PRD002,2024-05-20,918,,김민수
F003,L2,PRD002,2024-05-17,없음,,이지우
F002,L2,PRD004,2024-05-05,883,7,김민쑤
F001,L2,PRD004,2024-05-08,,6,김민수
F001,L2,PRD004,2024-05-23,없음,,김민쑤
F001,L3,PRD004,2024-05-24,없음,,정해인
F003,L3,PRD001,2024-05-17,없음,14,최유리
F003,L3,PRD004,2024-05-24,,,박지훈
F001,L2,PRD004,2024-05-13,없음,14,김민쑤
F002,L3,PRD001,2024-05-23,1064,,이즈우
F001,L3,PRD001,2024-05-06,,17,김민쑤
F002,L2,PRD004,2024-05-01,없음,,최유리
F002,L1,PRD003,2024-05-11,,,김민수
F001,L1,PRD004,2024-05-21,985,,김민쑤
F003,L3,PRD002,2024-05-13,없음,1,박지훜
F003,L3,PRD002,2024-05-06,874,,정해인
F002,L3,PRD004,2024-05-10,1120,3,최유리
F001,L3,PRD003,2024-05-01,없음,,박지훈
F003,L2,PRD002,2024-05-07,,,김민쑤
F002,L1,PRD001,2024-05-08,없음,,쵀유리
F001,L1,PRD002,2024-05-05,,11,이지우
F001,L3,PRD003,2024-05-11,844,,이지우
F001,L3,PRD003,2024-05-20,,,쵀유리
F001,L2,PRD003,2024-05-30,818,,박지훜
F002,L1,PRD004,2024-05-27,1081,,이지우
F001,L3,PRD003,2024-05-11,없음,16,최유리
F003,L1,PRD001,2024-05-19,,16,이즈우
F003,L3,PRD003,2024-05-14,없음,,정해인
F003,L2,PRD002,2024-05-20,없음,,이즈우
F002,L1,PRD002,2024-05-23,948,0,박지훈
F002,L3,PRD001,2024-05-24,,,박지훈
F002,L2,PRD002,2024-05-01,1127,,김민수
F002,L2,PRD003,2024-05-25,803,,김민쑤
F003,L3,PRD001,2024-05-27,889,,이즈우
F002,L1,PRD002,2024-05-16,,,박지훜
F002,L2,PRD001,2024-05-27,없음,,박지훜
F003,L3,PRD001,2024-05-07,,,김민수
F001,L2,PRD001,2024-05-11,,17,정해인
F003,L2,PRD002,2024-05-20,없음,,박지훈
F002,L2,PRD001,2024-05-16,없음,,최유리
F003,L2,PRD002,2024-05-04,991,6,이즈우
F003,L1,PRD004,2024-05-29,1056,,이즈우
F003,L3,PRD003,2024-05-25,967,,이지우
F001,L3,PRD001,2024-05-15,,16,박지훈
F002,L1,PRD001,2024-05-11,1039,,정해인
F001,L3,PRD003,2024-05-21,없음,6,정해인
F002,L3,PRD003,2024-05-25,,,이지우
F001,L2,PRD001,2024-05-01,,16,최유리
F003,L2,PRD003,2024-05-09,,,최유리
F001,L1,PRD003,2024-05-20,,14,이지우
F001,L2,PRD001,2024-05-04,996,,김민쑤
F001,L3,PRD004,2024-05-20,없음,10,쵀유리
F001,L2,PRD002,2024-05-03,없음,,정해인
F003,L3,PRD004,2024-05-16,918,,정해인
F002,L2,PRD002,2024-05-23,없음,,이즈우
F001,L1,PRD004,2024-05-04,없음,14,정해인
F002,L3,PRD002,2024-05-17,없음,,쵀유리
F003,L1,PRD003,2024-05-18,없음,,최유리
F003,L1,PRD002,2024-05-16,996,10,정해인
F002,L2,PRD003,2024-05-18,1155,,김민수
F003,L3,PRD004,2024-05-04,,,쵀유리
F001,L2,PRD002,2024-05-10,1007,19,정해인
F002,L2,PRD004,2024-05-21,1138,2,이지우
F003,L3,PRD001,2024-05-25,,,쵀유리
F002,L2,PRD004,2024-05-07,,,정해인
F003,L2,PRD004,2024-05-23,976,18,정해인
F003,L2,PRD002,2024-05-28,950,,박지훈
F001,L3,PRD003,2024-05-04,944,,정해인
F002,L3,PRD003,2024-05-23,없음,,쵀유리
F001,L3,PRD002,2024-05-16,871,,박지훜
F002,L1,PRD003,2024-05-28,1143,4,김민수
F003,L1,PRD002,2024-05-24,,13,김민수
F001,L3,PRD004,2024-05-28,,,정해인
F001,L2,PRD004,2024-05-18,없음,11,이지우
F002,L3,PRD001,2024-05-19,,,쵀유리
F002,L2,PRD003,2024-05-02,,,박지훜
F001,L3,PRD004,2024-05-31,1153,,쵀유리
F002,L2,PRD001,2024-05-17,1112,,김민수
F003,L3,PRD003,2024-05-20,없음,17,이즈우
F002,L3,PRD004,2024-05-19,없음,,정해인
F002,L1,PRD001,2024-05-23,,,정해인
F002,L1,PRD004,2024-05-19,,,정해인
F003,L3,PRD001,2024-05-10,1048,,김민수
F002,L2,PRD002,2024-05-20,없음,8,김민수
F003,L1,PRD002,2024-05-22,없음,,최유리
F002,L1,PRD001,2024-05-11,843,19,이즈우
F002,L2,PRD002,2024-05-22,,20,최유리
F003,L3,PRD003,2024-05-02,없음,3,이지우
F002,L2,PRD004,2024-05-10,,17,김민쑤
F003,L3,PRD004,2024-05-16,934,,박지훈
F002,L2,PRD004,2024-05-22,,1,쵀유리
F003,L2,PRD004,2024-05-20,없음,,정해인
F001,L2,PRD004,2024-05-15,,,정해인
F001,L3,PRD003,2024-05-22,1153,,박지훈
F003,L1,PRD001,2024-05-01,1010,16,이즈우
F002,L1,PRD003,2024-05-09,898,,김민수
F001,L3,PRD002,2024-05-31,,,김민수
F001,L3,PRD002,2024-05-13,,18,김민수
F003,L1,PRD003,2024-05-10,,,이즈우
F002,L2,PRD003,2024-05-09,882,8,김민쑤
F002,L2,PRD001,2024-05-09,935,14,이즈우
F001,L3,PRD004,2024-05-06,없음,3,쵀유리
F002,L1,PRD001,2024-05-30,,8,박지훈
F001,L1,PRD003,2024-05-25,1028,15,박지훈
F001,L3,PRD004,2024-05-09,,,정해인
F001,L3,PRD004,2024-05-16,없음,,최유리
F001,L2,PRD004,2024-05-04,,,정해인
F002,L1,PRD001,2024-05-12,없음,,정해인
F003,L1,PRD002,2024-05-18,없음,,김민쑤
F001,L3,PRD003,2024-05-16,,,최유리
F001,L1,PRD002,2024-05-01,,,김민쑤
F001,L3,PRD003,2024-05-16,없음,0,박지훜
F001,L2,PRD001,2024-05-13,860,,쵀유리
F002,L3,PRD002,2024-05-24,1096,2,이지우
F002,L3,PRD001,2024-05-16,1116,,이지우
F001,L1,PRD001,2024-05-29,957,,이지우
F003,L1,PRD001,2024-05-04,,19,김민수
F001,L2,PRD003,2024-05-26,,,김민수
F003,L3,PRD002,2024-05-11,909,18,박지훜
F001,L1,PRD003,2024-05-05,없음,,박지훜
F003,L1,PRD004,2024-05-08,1097,4,정해인
F002,L1,PRD001,2024-05-29,1049,0,이지우
F001,L3,PRD003,2024-05-14,없음,4,이지우
F003,L2,PRD004,2024-05-14,922,,박지훈
F003,L1,PRD004,2024-05-20,,,김민쑤
F001,L3,PRD002,2024-05-07,,,박지훜
F003,L3,PRD002,2024-05-15,,,박지훈
F001,L1,PRD002,2024-05-22,없음,5,박지훈
F001,L3,PRD003,2024-05-10,없음,,정해인
F002,L1,PRD001,2024-05-24,,5,박지훈
F002,L3,PRD001,2024-05-03,,,정해인
F002,L2,PRD002,2024-05-24,없음,7,박지훜
F001,L1,PRD002,2024-05-24,1011,12,김민수
F002,L3,PRD004,2024-05-02,1023,,이즈우
F001,L2,PRD003,2024-05-05,,,박지훜
F002,L1,PRD003,2024-05-05,,18,정해인
F001,L1,PRD004,2024-05-15,1014,10,정해인
F003,L1,PRD002,2024-05-19,1083,,쵀유리
F002,L1,PRD004,2024-05-27,없음,,김민쑤
F003,L1,PRD002,2024-05-11,,,이지우
F003,L1,PRD004,2024-05-02,없음,16,김민쑤
F003,L2,PRD004,2024-05-26,1156,,최유리
F001,L3,PRD001,2024-05-23,없음,6,박지훜
F002,L1,PRD001,2024-05-01,,9,이즈우
F003,L3,PRD001,2024-05-15,1037,12,박지훜
F003,L2,PRD001,2024-05-28,1121,,박지훜
F003,L1,PRD003,2024-05-14,없음,,정해인
F001,L3,PRD001,2024-05-20,,,박지훜
F001,L1,PRD004,2024-05-12,,,박지훜
F001,L3,PRD001,2024-05-18,1163,,최유리
F003,L1,PRD004,2024-05-24,,,최유리
F002,L2,PRD003,2024-05-17,없음,8,김민수
F002,L2,PRD004,2024-05-16,,,쵀유리
F003,L3,PRD003,2024-05-15,없음,2,이즈우
F001,L1,PRD004,2024-05-29,없음,2,이지우
F002,L1,PRD002,2024-05-16,877,,박지훈
F002,L2,PRD002,2024-05-16,없음,,박지훈
F002,L1,PRD001,2024-05-01,,,김민쑤
F003,L2,PRD003,2024-05-16,,,이즈우
F002,L2,PRD002,2024-05-29,956,8,이즈우
F002,L2,PRD001,2024-05-05,없음,14,정해인
F001,L3,PRD003,2024-05-06,,4,최유리
F001,L1,PRD003,2024-05-19,없음,,이지우
F001,L3,PRD001,2024-05-22,없음,,이즈우
F003,L1,PRD003,2024-05-04,없음,15,이즈우
F002,L1,PRD001,2024-05-24,,,정해인
F002,L2,PRD002,2024-05-26,,,김민수
F003,L2,PRD001,2024-05-05,,,박지훈
F002,L3,PRD002,2024-05-15,982,10,정해인
F003,L1,PRD002,2024-05-26,없음,6,김민수
F003,L2,PRD001,2024-05-17,1001,,정해인
F003,L3,PRD001,2024-05-30,없음,12,김민쑤
F002,L2,PRD003,2024-05-01,없음,,이즈우
F003,L1,PRD002,2024-05-24,,,정해인
F001,L3,PRD004,2024-05-24,1012,,김민수
F001,L1,PRD003,2024-05-16,없음,,김민쑤
F001,L1,PRD004,2024-05-21,없음,,이즈우
F003,L3,PRD002,2024-05-07,없음,,이즈우
F001,L2,PRD003,2024-05-16,,14,박지훈
F001,L1,PRD003,2024-05-10,,15,정해인
F002,L1,PRD004,2024-05-30,,7,김민수
F002,L2,PRD001,2024-05-20,없음,,정해인
F002,L2,PRD004,2024-05-23,없음,,정해인
F001,L2,PRD002,2024-05-19,829,,이지우
F002,L1,PRD001,2024-05-09,없음,,박지훈
F002,L2,PRD001,2024-05-17,,5,정해인
F001,L3,PRD003,2024-05-28,,,박지훜
F001,L3,PRD003,2024-05-27,873,,정해인
F002,L2,PRD004,2024-05-11,883,6,쵀유리
F001,L1,PRD001,2024-05-14,1035,3,박지훈
F002,L2,PRD003,2024-05-23,985,,쵀유리
F002,L1,PRD003,2024-05-01,1181,7,이지우
F003,L1,PRD003,2024-05-05,907,,김민수
F001,L1,PRD004,2024-05-25,1020,6,박지훈
F003,L3,PRD001,2024-05-16,없음,1,정해인
F003,L1,PRD001,2024-05-26,,,최유리
F001,L3,PRD003,2024-05-01,846,,박지훜
F002,L1,PRD002,2024-05-17,1091,,박지훈
F003,L1,PRD002,2024-05-31,944,17,김민수
F001,L3,PRD004,2024-05-12,,,김민수
F001,L2,PRD004,2024-05-14,,,김민수
F002,L1,PRD004,2024-05-04,1066,,정해인
F003,L3,PRD001,2024-05-03,없음,,정해인
F002,L3,PRD003,2024-05-22,1027,,정해인
F002,L1,PRD001,2024-05-29,,11,박지훈
F003,L2,PRD001,2024-05-13,,2,이지우
F002,L2,PRD001,2024-05-24,886,11,박지훜
F001,L3,PRD004,2024-05-04,없음,,정해인
F003,L2,PRD004,2024-05-12,,,이즈우
F003,L2,PRD002,2024-05-25,1032,,이즈우
F002,L1,PRD002,2024-05-01,,1,이즈우
F003,L1,PRD002,2024-05-13,,10,정해인
F003,L3,PRD001,2024-05-25,,,이즈우
F001,L2,PRD004,2024-05-16,없음,,쵀유리
F003,L1,PRD001,2024-05-14,없음,,김민쑤
F002,L2,PRD001,2024-05-02,,,이지우
F002,L2,PRD002,2024-05-10,없음,15,정해인
F003,L2,PRD004,2024-05-16,1087,16,김민쑤
F002,L2,PRD004,2024-05-20,없음,,박지훈
F001,L3,PRD001,2024-05-05,없음,18,박지훜
F002,L1,PRD004,2024-05-12,없음,11,최유리
F001,L1,PRD003,2024-05-19,,,김민수
F002,L1,PRD001,2024-05-18,966,,김민쑤
F003,L3,PRD004,2024-05-09,,,박지훈
F002,L2,PRD004,2024-05-11,1093,15,최유리
F002,L2,PRD003,2024-05-06,없음,,최유리
F002,L3,PRD001,2024-05-27,1074,,박지훈
F002,L3,PRD004,2024-05-26,,,정해인
F001,L3,PRD003,2024-05-09,,,김민쑤
F001,L2,PRD001,2024-05-21,,,쵀유리
F002,L1,PRD004,2024-05-13,,,쵀유리
F001,L1,PRD002,2024-05-19,1055,,쵀유리
F003,L2,PRD001,2024-05-17,없음,14,최유리
F001,L3,PRD003,2024-05-28,없음,10,최유리
F002,L2,PRD003,2024-05-21,없음,19,김민쑤
F001,L1,PRD002,2024-05-07,814,,이즈우
F003,L2,PRD004,2024-05-21,818,,이지우
F001,L2,PRD003,2024-05-22,1081,20,이즈우
F001,L1,PRD001,2024-05-11,없음,,박지훜
F003,L3,PRD001,2024-05-13,1170,7,정해인
F003,L3,PRD001,2024-05-17,,,이즈우
F001,L1,PRD001,2024-05-25,없음,,김민쑤
F003,L3,PRD002,2024-05-30,1016,4,이지우
F001,L2,PRD004,2024-05-14,,,쵀유리
F002,L3,PRD001,2024-05-11,없음,,최유리
F002,L1,PRD003,2024-05-16,없음,9,정해인
F001,L3,PRD001,2024-05-23,1143,,김민쑤
F002,L3,PRD003,2024-05-29,1150,17,이즈우
F002,L1,PRD004,2024-05-30,없음,2,정해인
F001,L1,PRD004,2024-05-21,,13,정해인
F001,L2,PRD004,2024-05-24,없음,13,이지우
F003,L2,PRD001,2024-05-12,,,박지훜
F002,L3,PRD001,2024-05-25,,20,이즈우
F003,L1,PRD001,2024-05-13,,,정해인
F001,L1,PRD002,2024-05-08,,20,정해인
F003,L2,PRD003,2024-05-15,,,이지우
F003,L3,PRD003,2024-05-26,944,,박지훜
F001,L2,PRD004,2024-05-31,1092,0,쵀유리
F003,L3,PRD002,2024-05-30,없음,,이지우
F001,L2,PRD004,2024-05-20,933,,이지우
F003,L1,PRD001,2024-05-23,없음,,이즈우
F001,L1,PRD002,2024-05-07,없음,,이즈우
F002,L1,PRD004,2024-05-28,,,최유리
F002,L1,PRD004,2024-05-26,874,,최유리
F003,L2,PRD002,2024-05-12,,,김민수
F001,L2,PRD002,2024-05-28,,,최유리
F003,L2,PRD004,2024-05-24,없음,2,쵀유리
F001,L1,PRD003,2024-05-30,없음,,정해인
F003,L3,PRD001,2024-05-01,,,정해인
F002,L3,PRD003,2024-05-05,1086,18,정해인
F001,L3,PRD004,2024-05-30,없음,4,박지훜
F003,L3,PRD004,2024-05-05,933,10,이지우
F002,L2,PRD003,2024-05-30,없음,,정해인
F003,L2,PRD004,2024-05-29,없음,15,쵀유리
F003,L3,PRD004,2024-05-02,896,1,이지우
F001,L2,PRD003,2024-05-06,없음,13,이즈우
F001,L2,PRD003,2024-05-23,없음,,김민수
F003,L1,PRD001,2024-05-12,847,9,이지우
F003,L3,PRD003,2024-05-19,,,박지훈
F003,L3,PRD002,2024-05-14,839,,김민수
F002,L1,PRD003,2024-05-22,1148,,정해인
F001,L2,PRD002,2024-05-01,없음,,정해인
F003,L3,PRD001,2024-05-11,,,박지훜
F003,L3,PRD002,2024-05-07,,,박지훈
F003,L1,PRD004,2024-05-03,없음,5,김민쑤
F001,L1,PRD002,2024-05-06,없음,,이지우
F001,L2,PRD004,2024-05-26,,,정해인
F001,L2,PRD001,2024-05-27,,,이즈우
F002,L2,PRD003,2024-05-19,없음,,박지훜
F003,L1,PRD004,2024-05-21,1018,,박지훜
F002,L3,PRD002,2024-05-21,,,쵀유리
F003,L3,PRD001,2024-05-10,없음,,정해인
F001,L1,PRD003,2024-05-27,,,정해인
F001,L3,PRD001,2024-05-30,,,김민쑤
F002,L1,PRD004,2024-05-22,,,정해인
F003,L1,PRD001,2024-05-04,,14,이지우
F002,L1,PRD001,2024-05-14,없음,,이즈우
F003,L2,PRD003,2024-05-11,895,5,정해인
F002,L3,PRD001,2024-05-14,1073,,김민수
F001,L1,PRD004,2024-05-15,없음,,이즈우
F002,L3,PRD003,2024-05-23,,,김민수
F001,L1,PRD001,2024-05-07,857,6,최유리
F002,L3,PRD002,2024-05-21,없음,,최유리
